Internal ID Number,Name,Constellation,Bayer,HIP,TYC,HD,_RAJ2000,_DEJ2000,V,B-V
Str_CMa_00000001,Sirius,Canis Major,alf CMa,32349.0,5949  2777 1,,101.28854105,-16.71314306,-1.44,
Str_Car_00000002,Canopus,Carina,alf Car,30438.0,8534  2277 1,45348.0,95.9879505737,-52.69564950220001,-0.63,0.173
Str_Cen_00000003,Rigil Kentaurus,Centaurus,alf Cen,71683.0,9007  5849 1,,219.92041034,-60.83514707,-0.01,
Str_Lyr_00000004,Vega,Lyra,alf Lyr,91262.0,3105  2070 1,,279.23410832,38.78299311,0.03,
Str_Aur_00000005,Capella,Auriga,alf Aur,24608.0,3358  3141 1,,79.17206517,45.99902927,0.08,
Str_Boo_00000006,Arcturus,Boötes,alf Boo,69673.0,1472  1436 1,124897.0,213.91529084830003,19.1824182443,0.16,1.137
Str_Ori_00000007,Rigel,Orion,bet Ori,24436.0,5331  1752 1,34085.0,78.6344581142,-8.2016434881,0.28,0.023
Str_CMi_00000008,Procyon,Canis Minor,alf CMi,37279.0,187  2184 1,,114.82724194,5.22750767,0.4,
Str_Eri_00000009,Achernar,Eridanus,alf Eri,7588.0,8478  1395 1,10144.0,24.4285147084,-57.2367503639,0.54,-0.058
Str_Ori_00000010,Betelgeuse,Orion,alf Ori,27989.0,129  1873 1,39801.0,88.7929401033,7.4070606286,0.57,1.736
Str_Cen_00000011,Hadar,Centaurus,bet Cen,68702.0,9005  3919 1,122451.0,210.95582759349998,-60.3730575218,0.64,-0.153
Str_Aql_00000012,Altair,Aquila,alf Aql,97649.0,1058  3399 1,187642.0,297.6958310566,8.8683278032,0.93,0.271
Str_Tau_00000013,Aldebaran,Taurus,alf Tau,21421.0,1266  1416 1,29139.0,68.9801674264,16.5093024497,0.99,1.48
Str_Vir_00000014,Spica,Virgo,alf Vir,65474.0,5547  1518 1,116658.0,201.2982352761,-11.1613207855,1.06,-0.136
Str_Sco_00000015,Antares,Scorpius,alf Sco,80763.0,6803  2158 1,148478.0,247.3519107541,-26.432003770300003,1.07,1.844
Str_Gem_00000016,Pollux,Gemini,bet Gem,37826.0,1920  2194 1,62509.0,116.328930599,28.026228486999997,1.22,0.969
Str_PsA_00000017,Fomalhaut,Pisces Austrinus,alf PsA,113368.0,6977  1267 1,216956.0,344.4127078082,-29.6222306006,1.23,0.142
Str_Cru_00000018,Acrux,Crux,alf01 Cru,60718.0,8979  3464 1,108248.0,186.6495619703,-63.099047291000005,1.28,-0.16899999999999998
Str_Cru_00000019,Mimosa,Crux,bet Cru,62434.0,8659  3107 1,111123.0,191.93028076369998,-59.6887617104,1.31,-0.158
Str_Cyg_00000020,Deneb,Cygnus,alf Cyg,102098.0,3574  3347 1,197345.0,310.35797373459997,45.2803382589,1.33,0.112
Str_Cen_00000021,,Centaurus,alf Cen,71681.0,9007  5848 1,,219.91412833,-60.83947139,1.35,
Str_Leo_00000022,Regulus,Leo,alf Leo,49669.0,833  1381 1,87901.0,152.0929692906,11.967210041,1.41,-0.036000000000000004
Str_CMa_00000023,Adhara,Canis Major,eps CMa,33579.0,6535  3619 1,52089.0,104.6564408583,-28.972087988600002,1.53,-0.132
Str_Cru_00000024,Acrux,Crux,alf01 Cru,60718.0,8979  3465 1,108249.0,186.65184138130002,-63.0995134617,1.58,-0.159
Str_Sco_00000025,Shaula,Scorpius,lam Sco,85927.0,7388  1093 1,158926.0,263.4021631364,-37.1038285483,1.63,-0.142
Str_Cru_00000026,Gacrux,Crux,gam Cru,61084.0,8654  3422 1,108903.0,187.7914780411,-57.1132098083,1.65,1.516
Str_Ori_00000027,Bellatrix,Orion,gam Ori,25336.0,113  1856 1,35468.0,81.2827552005,6.3497026188999985,1.66,-0.142
Str_Car_00000028,Miaplacidus,Carina,bet Car,45238.0,9200  2603 1,80007.0,138.299905172,-69.7172052255,1.67,0.06
Str_Tau_00000029,Elnath,Taurus,bet Tau,25428.0,1859  1470 1,35497.0,81.5729612528,28.607451327800003,1.68,-0.059
Str_Ori_00000030,Alnilam,Orion,eps Ori,26311.0,4766  2450 1,37128.0,84.0533821834,-1.2019235464,1.72,-0.123
Str_UMa_00000031,Alioth,Ursa Major,eps UMa,62956.0,3845  1190 1,112185.0,193.5072790906,55.959824876899994,1.76,0.041
Str_Gru_00000032,Alnair,Grus,alf Gru,109268.0,8438  1959 1,209952.0,332.0582734384,-46.9609750735,1.77,-0.073
Str_Per_00000033,Mirfak,Perseus,alf Per,15863.0,3320  2808 1,20902.0,51.080722135900004,49.8611833283,1.81,0.512
Str_Sgr_00000034,Kaus Australis,Sagittarius,eps Sgr,90185.0,7401  3471 1,169022.0,276.042980632,-34.3846122408,1.81,0.018000000000000002
Str_UMa_00000035,Dubhe,Ursa Major,alf UMa,54061.0,4146  1274 1,95689.0,165.93194103620002,61.7510258449,1.82,1.064
Str_Vel_00000036,,Vela,gam02 Vel,39953.0,8140  6533 1,68273.0,122.3831220956,-47.3365839886,1.82,-0.146
Str_CMa_00000037,Wezen,Canis Major,del CMa,34444.0,6532  5001 1,54605.0,107.09784417639999,-26.3931978217,1.84,0.701
Str_UMa_00000038,Alkaid,Ursa Major,eta UMa,67301.0,3467  1257 1,120315.0,206.8851602315,49.3132520175,1.86,-0.102
Str_Sco_00000039,Sargas,Scorpius,the Sco,86228.0,7892  7679 1,159532.0,264.3297363343,-42.9978408383,1.86,0.442
Str_Aur_00000040,Menkalinan,Auriga,bet Aur,28360.0,2924  2742 1,40183.0,89.88218073959999,44.947431363999996,1.9,0.07200000000000001
Str_Ori_00000041,Alnitak,Orion,zet Ori,26727.0,4771  1188 1,37742.0,85.18968466,-1.94257705,1.9,-0.104
Str_TrA_00000042,Atria,Triangulum Australe,alf TrA,82273.0,9275  3641 1,150798.0,252.1662225753,-69.0277103511,1.91,1.4469999999999998
Str_Pav_00000043,Peacock,Pavo,alf Pav,100751.0,8785  1898 1,193924.0,306.4119120276,-56.7350901278,1.92,-0.12
Str_Vel_00000044,Alsephina,Vela,del Vel,42913.0,8573  3571 1,74956.0,131.1759359093,-54.7088066524,1.94,0.086
Str_Car_00000045,Avior,Carina,eps Car,41037.0,8579  2692 1,71129.0,125.6285253255,-59.5095065522,1.95,1.195
Str_CMa_00000046,Mirzam,Canis Major,bet CMa,30324.0,5938  2918 1,44743.0,95.6749383565,-17.9559190167,1.96,-0.16399999999999998
Str_Hya_00000047,Alphard,Hydra,alf Hya,46390.0,5460  1592 1,81797.0,141.8968466272,-8.6586025425,1.99,1.453
Str_UMi_00000048,Polaris,Ursa Minor,alf UMi,11767.0,4628   237 1,8890.0,37.954771414899994,89.26410330469999,2.0,0.62
Str_Gem_00000049,Alhena,Gemini,gam Gem,31681.0,1329  1746 1,47105.0,99.4279371849,16.3992603489,2.02,
Str_Ari_00000050,Hamal,Aries,alf Ari,9884.0,1758  2416 1,12929.0,31.7933442456,23.4624190154,2.02,1.16
Str_Gem_00000051,Castor,Gemini,alf Gem,36850.0,2457  2407 1,,113.65004189,31.88859576,2.02,
Str_Cet_00000052,Diphda,Cetus,bet Cet,3419.0,5847  2333 1,4128.0,10.897374958399999,-17.9865775294,2.05,1.026
Str_And_00000053,Alpheratz,Andromeda,alf And,677.0,1735  3180 1,358.0,2.0969082883000003,29.0904367961,2.06,-0.043
Str_UMi_00000054,Kochab,Ursa Minor,bet UMi,72607.0,4416  1799 1,131873.0,222.67636714,74.1554994532,2.06,1.48
Str_Ori_00000055,Saiph,Orion,kap Ori,27366.0,5351   760 1,38771.0,86.9391213046,-9.6696025761,2.06,-0.116
Str_Sgr_00000056,Nunki,Sagittarius,sig Sgr,92855.0,6868  1829 1,175191.0,283.8163506635,-26.296735622199996,2.07,-0.138
Str_And_00000057,Mirach,Andromeda,bet And,5447.0,2286  1329 1,6860.0,17.4330094438,35.6205473361,2.08,1.586
Str_Cen_00000058,Menkent,Centaurus,the Cen,68933.0,7293  2215 1,123139.0,211.67061735400003,-36.3699642437,2.08,1.019
Str_Oph_00000059,Rasalhague,Ophiucus,alf Oph,86032.0,1000  2508 1,159561.0,263.7336350938,12.5600275665,2.09,0.19
Str_Per_00000060,Algol,Perseus,bet Per,14576.0,2851  2168 1,19356.0,47.0421346199,40.955694825500004,2.11,-0.006
Str_Gru_00000061,Tiaki,Grus,bet Gru,112122.0,8446  1644 1,214952.0,340.666872393,-46.8845794162,2.12,1.535
Str_Leo_00000062,Denebola,Leo,bet Leo,57632.0,870   988 1,102647.0,177.26488873169998,14.5720651835,2.13,0.14
Str_And_00000063,Almach,Andromeda,gam01 And,9640.0,2837  2311 1,12533.0,30.974813372899998,42.3297311557,2.17,1.4
Str_Cas_00000064,,Cassiopeia,gam Cas,4427.0,4017  2319 1,5394.0,14.177219359,60.716742365200005,2.18,-0.051
Str_Cen_00000065,,Centaurus,gam Cen,61932.0,8240  2724 1,110304.0,190.3794040218,-48.959765604,2.18,0.017
Str_Vel_00000066,Suhail,Vela,lam Vel,44816.0,7689  2617 1,78647.0,136.99899321430001,-43.4325865433,2.21,1.685
Str_CrB_00000067,Alphecca,Corona Borealis,alf CrB,76267.0,2029  1690 1,139006.0,233.67195583490002,26.714694143200003,2.22,0.028
Str_UMa_00000068,Mizar,Ursa Major,zet UMa,65378.0,3850  1385 1,116656.0,200.9814029548,54.9253528837,2.22,0.053
Str_Pup_00000069,Naos,Puppis,zet Pup,39429.0,7663  4093 1,66811.0,120.89603585379999,-40.003151225500005,2.22,-0.203
Str_Leo_00000070,Algieba,Leo,gam01 Leo,50583.0,1423  1349 1,89484.0,154.99222759,19.84192368,2.23,1.203
Str_Cyg_00000071,Sadr,Cygnus,gam Cyg,100453.0,3156  2223 1,194093.0,305.5570830415,40.2566790133,2.23,0.69
Str_Dra_00000072,Eltanin,Draco,gam Dra,87833.0,3523  1684 1,164058.0,269.1515425909,51.4888882825,2.23,1.535
Str_Ori_00000073,Mintaka,Orion,del Ori,25930.0,4766  2445 1,36486.0,83.0016667622,-0.2990940922,2.23,-0.166
Str_Cas_00000074,Schedar,Cassiopeia,alf Cas,3179.0,3663  2668 1,3712.0,10.1268345119,56.5373280784,2.25,1.175
Str_Car_00000075,Aspidiske,Carina,iot Car,45556.0,8595  3312 1,80404.0,139.2725199903,-59.275236983599996,2.25,0.202
Str_Cas_00000076,Caph,Cassiopeia,bet Cas,746.0,3664  1985 1,432.0,2.29452283,59.149771729399994,2.28,0.376
Str_Cen_00000077,,Centaurus,eps Cen,66657.0,8663  2929 1,118716.0,204.9718998082,-53.46638655939999,2.28,-0.173
Str_Sco_00000078,Larawag,Scorpius,eps Sco,82396.0,7367   804 1,,252.54268738,-34.29260982,2.29,
Str_Lup_00000079,,Lupus,alf Lup,71860.0,8283  4134 1,129056.0,220.4823221202,-47.3882056797,2.29,-0.156
Str_Sco_00000080,Dschubba,Scorpius,del Sco,78401.0,6779  2194 1,143275.0,240.08338152009998,-22.6217221711,2.3,-0.09
Str_Cen_00000081,,Centaurus,eta Cen,71352.0,7814  3706 1,127972.0,218.8767562185,-42.1578199188,2.34,-0.16
Str_UMa_00000082,Merak,Ursa Major,bet UMa,53910.0,3827  1079 1,95418.0,165.46033297190002,56.3824251908,2.35,0.029
Str_Peg_00000083,Enif,Pegasus,eps Peg,107315.0,1125  2186 1,206778.0,326.0464745802,9.8750120889,2.39,1.526
Str_Sco_00000084,,Scorpius,kap Sco,86670.0,7885  2065 1,160578.0,265.6219650325,-39.0299907239,2.39,-0.173
Str_Phe_00000085,Ankaa,Phoenix,alf Phe,2081.0,7527  1031 1,2261.0,6.5710403193,-42.3059779453,2.4,1.09
Str_UMa_00000086,Phecda,Ursa Major,gam UMa,58001.0,3833  1034 1,103287.0,178.4576919375,53.694767193100006,2.43,0.041
Str_Oph_00000087,Sabik,Ophiucus,eta Oph,84012.0,6232  1333 1,155125.0,257.5944758973,-15.7249340508,2.43,0.098
Str_CMa_00000088,Aludra,Canis Major,eta CMa,35904.0,6550  4525 1,58350.0,111.02376264969999,-29.3031048406,2.46,-0.048
Str_Peg_00000089,Scheat,Pegasus,bet Peg,113881.0,2243  1831 1,217906.0,345.9435790689,28.082789442600003,2.47,1.628
Str_Cep_00000090,Alderamin,Cepheus,alf Cep,105199.0,4252  1870 1,203280.0,319.64489057009996,62.585574368,2.47,0.249
Str_Vel_00000091,Markeb,Vela,kap Vel,45941.0,8588  4200 1,81188.0,140.52840639139998,-55.0106675517,2.48,-0.14300000000000002
Str_Peg_00000092,Markab,Pegasus,alf Peg,113963.0,1711  2475 1,218045.0,346.19022116879995,15.205262943800001,2.49,-0.008
Str_Cyg_00000093,Aljanah,Cygnus,eps Cyg,102488.0,2695  4139 1,197989.0,311.5528377377001,33.970256082,2.49,1.036
Str_Boo_00000094,Izar,Boötes,eps Boo,72105.0,2019  1251 1,,221.24688268,27.07417659,2.5,1.129
Str_Cen_00000095,,Centaurus,zet Cen,68002.0,8267  3545 1,121263.0,208.88495975560002,-47.2883850071,2.53,-0.17800000000000002
Str_Cet_00000096,Menkar,Cetus,alf Cet,14135.0,58  1618 1,18884.0,45.56988566729999,4.0897264575,2.55,1.6269999999999998
Str_Leo_00000097,Zosma,Leo,del Leo,54872.0,1439  2479 1,97603.0,168.52712267270002,20.5237081251,2.56,0.152
Str_Cen_00000098,,Centaurus,del Cen,59196.0,8241  3235 1,105435.0,182.08956683990002,-50.722421655699996,2.57,-0.103
Str_Oph_00000099,,Ophiucus,zet Oph,81377.0,5632  1042 1,149757.0,249.2897399916,-10.5670972064,2.58,0.015
Str_Lep_00000100,Arneb,Lepus,alf Lep,25985.0,5920  1685 1,36673.0,83.1825700201,-17.8222830739,2.59,0.238
Str_Crv_00000101,Gienah,Corvus,gam Crv,59803.0,6098  1754 1,106625.0,183.95154045009997,-17.5419226157,2.59,-0.073
Str_Lib_00000102,Zubeneschamali,Libra,bet Lib,74785.0,5585  1014 1,135742.0,229.2517331787,-9.3829217644,2.61,-0.07400000000000001
Str_Sgr_00000103,Ascella,Sagittarius,zet Sgr,93506.0,6885  2837 1,176687.0,285.65287292799997,-29.8801102294,2.61,0.099
Str_Sco_00000104,Acrab,Scorpius,bet01 Sco,78820.0,6208  1623 1,144217.0,241.3593144783,-19.805451535,2.62,-0.07200000000000001
Str_Ser_00000105,Unukalhai,Serpens,alf Ser,77070.0,363  1135 1,140573.0,236.0669759413,6.4256281427,2.63,1.183
Str_Aur_00000106,Mahasim,Auriga,the Aur,28380.0,2418  1573 1,40312.0,89.93004735,37.21281656,2.65,-0.06
Str_Ari_00000107,Sheratan,Aries,bet Ari,8903.0,1212  1935 1,11636.0,28.6600272238,20.8080390612,2.66,0.162
Str_Crv_00000108,Kraz,Corvus,bet Crv,61359.0,6683  1116 1,109379.0,188.59681072380002,-23.3967575175,2.66,0.895
Str_Col_00000109,Phact,Columba,alf Col,26634.0,7064  1357 1,37795.0,84.9122464722,-34.0741116783,2.66,-0.091
Str_Boo_00000110,Muphrid,Boötes,eta Boo,67927.0,1470  1157 1,121370.0,208.67111281720003,18.3976994557,2.68,0.605
Str_Aur_00000111,Hassaleh,Auriga,iot Aur,23015.0,2391  1446 1,31398.0,74.2484255012,33.1660896917,2.68,1.52
Str_Cas_00000112,Ruchbah,Cassiopeia,del Cas,6686.0,4031  3289 1,8538.0,21.4539728001,60.235287095299995,2.68,0.157
Str_Sco_00000113,Lesath,Scorpius,ups Sco,85696.0,7387  1249 1,158408.0,262.6909824122,-37.2958111892,2.68,-0.18
Str_Lup_00000114,,Lupus,bet Lup,73273.0,7832  2490 1,132058.0,224.63302640310002,-43.13396113859999,2.68,-0.185
Str_Mus_00000115,,Musca,alf Mus,61585.0,9228  3049 1,109668.0,189.2959220189,-69.1355637156,2.69,-0.17800000000000002
Str_Sgr_00000116,Kaus Media,Sagittarius,del Sgr,89931.0,6856  2170 1,168454.0,275.2485232917,-29.828100826900002,2.7,1.39
Str_Aql_00000117,Tarazed,Aquila,gam Aql,97278.0,1061  2577 1,186791.0,296.56490773990004,10.6132610422,2.71,1.5219999999999998
Str_Pup_00000118,,Puppis,pi. Pup,35264.0,7115  3019 1,56855.0,109.2856557339,-37.0974787328,2.71,1.592
Str_Vel_00000119,,Vela,mu. Vel,52727.0,8206  3033 1,93497.0,161.6923915989,-49.42024223560001,2.72,0.925
Str_Dra_00000120,Athebyne,Draco,eta Dra,80331.0,4190  2568 1,148387.0,245.9978536588,61.5142124002,2.73,0.914
Str_Oph_00000121,Yed Prior,Ophiucus,del Oph,79593.0,5037  1068 1,146051.0,243.58641554369999,-3.6943262214,2.73,1.581
Str_Vir_00000122,Porrima,Virgo,gam Vir,61941.0,4949  1120 1,,190.41667557,-1.44952231,2.74,
Str_Car_00000123,,Carina,the Car,52419.0,8965  1765 1,93030.0,160.73917031620002,-64.3944464705,2.74,-0.2
Str_Lib_00000124,Zubenelgenubi,Libra,alf02 Lib,72622.0,6155  1210 1,130841.0,222.71962522,-16.0417801557,2.75,0.16899999999999998
Str_Cen_00000125,,Centaurus,iot Cen,65109.0,7275  2074 1,115892.0,200.1492288958,-36.7122859688,2.76,0.064
Str_Oph_00000126,Cebalrai,Ophiucus,bet Oph,86742.0,423  1724 1,161096.0,265.8681379451,4.567307098,2.77,1.186
Str_Her_00000127,Kornephoros,Hercules,bet Her,80816.0,1518  1442 1,148856.0,247.5550067541,21.4896237356,2.78,0.941
Str_Ori_00000128,Hatysa,Orion,iot Ori,26241.0,4778  1401 1,37043.0,83.858262805,-5.909897645599999,2.78,-0.211
Str_Lup_00000129,,Lupus,gam Lup,76297.0,7840  1432 1,138690.0,233.78508880130002,-41.1667475389,2.78,-0.185
Str_Eri_00000130,Cursa,Eridanus,bet Eri,23875.0,4759  1671 1,33111.0,76.9624356301,-5.0864454808,2.79,0.151
Str_Cru_00000131,,Crux,del Cru,59747.0,8645  2263 1,106490.0,183.78631208049998,-58.748925799300004,2.79,-0.194
Str_Dra_00000132,Rastaban,Draco,bet Dra,85670.0,3521  1800 1,159181.0,262.6081756297,52.301386621400006,2.8,0.958
Str_Ara_00000133,,Ara,bet Ara,85258.0,8732  2866 1,157244.0,261.3249527361,-55.5298863961,2.82,1.4780000000000002
Str_Hyi_00000134,,Hydrus,bet Hyi,2021.0,9350  1626 1,,6.41334183,-77.25503511,2.82,
Str_Pup_00000135,Tureis,Puppis,rho Pup,39757.0,6555  3245 1,67523.0,121.8860361022,-24.3043351896,2.83,0.458
Str_Sco_00000136,,Scorpius,tau Sco,81266.0,6807  1012 1,149438.0,248.9706433684,-28.2160163536,2.83,-0.207
Str_Sgr_00000137,Kaus Borealis,Sagittarius,lam Sgr,90496.0,6861  3180 1,169916.0,276.9926629978,-25.421691678600002,2.83,1.056
Str_Vir_00000138,Vindemiatrix,Virgo,eps Vir,63608.0,886  1326 1,113226.0,195.5441554838,10.959152910899999,2.84,0.934
Str_Peg_00000139,Algenib,Pegasus,gam Peg,1067.0,1179  1775 1,886.0,3.3089652162,15.183592363599999,2.84,-0.191
Str_Lep_00000140,Nihal,Lepus,bet Lep,25606.0,5928  1657 1,36079.0,82.0613476832,-20.759444749700002,2.84,0.821
Str_TrA_00000141,,Triangulum Australe,bet TrA,77952.0,9027  5712 1,141891.0,238.7856630964,-63.4307231746,2.84,0.313
Str_Her_00000142,,Hercules,zet Her,81693.0,2582  3158 1,150680.0,250.3215123459,31.6027303705,2.85,0.6509999999999999
Str_Cap_00000143,Deneb Algedi,Capricornus,del Cap,107556.0,6363  1044 1,,326.75952199,-16.12656595,2.85,
Str_Ara_00000144,,Ara,alf Ara,85792.0,8350  2600 1,158427.0,262.96038478130004,-49.876143804899996,2.85,-0.113
Str_Hyi_00000145,,Hydrus,alf Hyi,9236.0,8851  2027 1,12311.0,29.6925314043,-61.5698352985,2.86,0.308
Str_Tuc_00000146,,Tucana,alf Tuc,110130.0,9117  1947 1,211416.0,334.6254578338,-60.2595694908,2.86,1.393
Str_Tau_00000147,Alcyone,Taurus,eta Tau,17702.0,1800  2202 1,23630.0,56.8711482784,24.105139442800002,2.88,-0.071
Str_Per_00000148,,Perseus,zet Per,18246.0,2361  2820 1,24398.0,58.533003511000004,31.883632658299998,2.88,0.08199999999999999
Str_TrA_00000149,,Triangulum Australe,gam TrA,74946.0,9259  4905 1,135382.0,229.72742722479998,-68.67955008439999,2.88,0.026
Str_CMi_00000150,Gomeisa,Canis Minor,bet CMi,36188.0,764  2774 1,58715.0,111.7876751511,8.2893187025,2.89,-0.075
Str_CVn_00000151,Cor Caroli,Canes Venatici,alf02 CVn,63125.0,3021  2645 1,112413.0,194.0069405115,38.318384253299996,2.89,-0.058
Str_Aqr_00000152,Sadalsuud,Aquarius,bet Aqr,106278.0,5216  1725 1,204867.0,322.8897219507,-5.571178388099999,2.89,0.8370000000000001
Str_Sco_00000153,Fang,Scorpius,pi. Sco,78265.0,6783  2697 1,143018.0,239.7129669492,-26.1141059214,2.89,-0.16
Str_Gem_00000154,Tejat,Gemini,mu. Gem,30343.0,1878  1429 1,44478.0,95.7401094414,22.513582259699998,2.9,1.592
Str_Sgr_00000155,Albaldah,Sagittarius,pi. Sgr,94141.0,6295   282 1,178524.0,287.44096746990004,-21.0236160467,2.9,0.377
Str_Per_00000156,,Perseus,eps Per,18532.0,2868  1623 1,24760.0,59.4634659688,40.0102109369,2.91,-0.174
Str_Cyg_00000157,Fawaris,Cygnus,del Cyg,97165.0,3557  2486 1,186882.0,296.2436596943,45.1308172518,2.91,-0.022
Str_Sco_00000158,Alniyat,Scorpius,sig Sco,80112.0,6798   540 1,147165.0,245.2971434457,-25.5928082592,2.91,0.099
Str_Peg_00000159,Matar,Pegasus,eta Peg,112158.0,2736  1823 1,215182.0,340.7505704868001,30.2212479786,2.94,0.851
Str_Per_00000160,,Perseus,gam Per,14328.0,3701  1393 1,18925.0,46.199122324499996,53.5064380611,2.94,0.6990000000000001
Str_Aqr_00000161,Sadalmelik,Aquarius,alf Aqr,109074.0,5224  1806 1,209750.0,331.44596302819997,-0.3198479489,2.94,0.964
Str_Pup_00000162,,Puppis,tau Pup,32768.0,8125  2314 1,50310.0,102.48403749200001,-50.6145435788,2.94,1.206
Str_Eri_00000163,Zaurak,Eridanus,gam Eri,18543.0,5311  1285 1,25025.0,59.50736236220001,-13.5085152747,2.96,1.586
Str_Leo_00000164,,Leo,eps Leo,47908.0,1960  1550 1,84441.0,146.4628069641,23.774261733000003,2.97,0.8079999999999999
Str_Crv_00000165,Algorab,Corvus,del Crv,60965.0,6103  2395 1,108767.0,187.466073282,-16.5154363038,2.97,-0.015
Str_Aql_00000166,,Aquila,zet Aql,93747.0,1052  3027 1,177724.0,286.3525360391,13.863480148599999,2.99,0.027000000000000003
Str_Tau_00000167,Tianguan,Taurus,zet Tau,26451.0,1310  2697 1,37202.0,84.4112023924,21.1425498061,3.0,-0.15
Str_UMa_00000168,,Ursa Major,psi UMa,54539.0,3012  2519 1,96833.0,167.4158827368,44.498483919799995,3.0,1.152
Str_Hya_00000169,,Hydra,gam Hya,64962.0,6700  1436 1,115659.0,199.73040912439998,-23.1715129949,3.0,0.914
Str_Sco_00000170,Xamidimura,Scorpius,mu.01 Sco,82514.0,7868  1821 1,151890.0,252.96762168529997,-38.047381169699996,3.0,-0.175
Str_Gem_00000171,Mebsuta,Gemini,eps Gem,32246.0,1897  1639 1,48329.0,100.983048381,25.1311357308,3.01,1.405
Str_Crv_00000172,,Corvus,eps Crv,59316.0,6668   992 1,105707.0,182.53116994669998,-22.6197706179,3.01,1.338
Str_Gru_00000173,Aldhanab,Grus,gam Gru,108085.0,7494  1748 1,207971.0,328.48219862220003,-37.3648538607,3.01,-0.087
Str_Sco_00000174,,Scorpius,iot01 Sco,87073.0,7889  2669 1,161471.0,266.89618406939996,-40.1270207358,3.01,0.509
Str_Car_00000175,,Carina,ups Car,48002.0,8950  2272 1,,146.77554452639998,-65.07198759810001,3.01,0.267
Str_Tri_00000176,,Triangulum,bet Tri,10064.0,2317  1647 1,13161.0,32.3859430516,34.9872976837,3.02,0.155
Str_Per_00000177,,Perseus,del Per,17358.0,3317  3034 1,22928.0,55.731258750900004,47.78754853970001,3.02,-0.106
Str_CMa_00000178,Furud,Canis Major,zet CMa,30122.0,7073  2426 1,44402.0,95.0782964202,-30.063370124400002,3.02,-0.163
Str_Aur_00000179,Almaaz,Auriga,eps Aur,23416.0,2907  1275 1,31964.0,75.4922338018,43.823314473900005,3.03,0.529
Str_UMi_00000180,Pherkad,Ursa Minor,gam UMi,75097.0,4414  2314 1,137422.0,230.1821428246,71.8340152516,3.03,0.058
Str_Boo_00000181,Seginus,Boötes,gam Boo,71075.0,3036  1151 1,127762.0,218.01946430240002,38.3082505533,3.04,0.209
Str_CMa_00000182,,Canis Major,omi02 CMa,33977.0,6523  3722 1,53138.0,105.7561353886,-23.833289893299998,3.04,-0.08900000000000001
Str_UMa_00000183,Tania Australis,Ursa Major,mu. UMa,50801.0,3004  1418 1,89758.0,155.5822545057,41.499522178,3.05,1.574
Str_Cyg_00000184,Albireo,Cygnus,bet01 Cyg,95947.0,2133  2964 1,183912.0,292.6803633986,27.9596728136,3.08,1.086
Str_Dra_00000185,Altais,Draco,del Dra,94376.0,4444  2239 1,180711.0,288.1387564232,67.661544995,3.08,1.003
Str_Mus_00000186,,Musca,bet Mus,62322.0,9228  3047 1,110879.0,191.57020743849998,-68.1080861102,3.08,-0.166
Str_Cap_00000187,Dabih,Capricornus,bet Cap,100345.0,5753  2281 1,193495.0,305.2527728471,-14.78140563,3.09,0.765
Str_Hya_00000188,,Hydra,nu. Hya,52943.0,6075  1831 1,93813.0,162.4062039091,-16.1936482024,3.11,1.25
Str_Col_00000189,Wazn,Columba,bet Col,27628.0,7069  1482 1,39425.0,87.7399742958,-35.7683057513,3.11,1.17
Str_Ind_00000190,,Indus,alf Ind,101772.0,8411  1822 1,196171.0,309.3918076337,-47.2914997826,3.11,1.0
Str_Ara_00000191,,Ara,zet Ara,83081.0,8730  1439 1,152786.0,254.6550462113,-55.9901446875,3.11,1.611
Str_Hya_00000192,,Hydra,zet Hya,43813.0,225  1116 1,76294.0,133.84845032540002,5.9455669849,3.12,1.001
Str_Cen_00000193,,Centaurus,lam Cen,56561.0,8976  5383 1,100841.0,173.94534730669997,-63.019843468999994,3.12,-0.039
Str_Her_00000194,Sarin,Hercules,del Her,84379.0,2065  1930 1,156164.0,258.7579633556,24.83921951,3.13,0.091
Str_Lyn_00000195,,Lynx,alf Lyn,45860.0,2496  1728 1,80493.0,140.2637470303,34.3925664354,3.13,1.555
Str_Sgr_00000196,,Sagittarius,eta Sgr,89642.0,7404  7057 1,167618.0,274.40681862080004,-36.7616889427,3.13,1.528
Str_Cen_00000197,,Centaurus,kap Cen,73334.0,7828  3520 1,132200.0,224.7903605467,-42.1041923425,3.13,-0.179
Str_Her_00000198,,Hercules,pi. Her,84380.0,2604  1774 1,156283.0,258.761803368,36.809165555199996,3.14,1.433
Str_UMa_00000199,Talitha,Ursa Major,iot UMa,44127.0,3420  2149 1,76644.0,134.8019083917,48.041802271,3.14,0.214
Str_Vel_00000200,,Vela,N Vel,46701.0,8592  2561 1,82668.0,142.8055015219,-57.0343797171,3.16,1.541
Str_Aur_00000201,Haedus,Auriga,eta Aur,23767.0,2899  2237 1,32630.0,76.6287207005,41.2344780897,3.17,-0.152
Str_Sgr_00000202,,Sagittarius,phi Sgr,92041.0,6867  2428 1,173300.0,281.4141038867,-26.9907782485,3.17,-0.092
Str_UMa_00000203,,Ursa Major,the UMa,46853.0,3432  1451 1,82328.0,143.2142980859,51.6772937071,3.18,0.484
Str_Dra_00000204,Aldhibah,Draco,zet Dra,83895.0,4210  1048 1,155763.0,257.1966678689,65.7146837827,3.18,-0.107
